year,category,position,name,lastname,firstname,gender,age,bib,state_province_country,city,state_province,country,start,gateway_enter,gateway_exit,melgeorges_enter,melgeorges_exit,myrtle_lake_enter,myrtle_lake_exit,crescent_enter,crescent_exit,ski_pulk_enter,ski_pulk_exit,finish_time,overall_duration,comments,unsupported
2009,Ski,,,Maxwell,Matthew,M,30,17,,,,,2/2/2009 7:19,2/2/2009 18:30,2/2/2009 19:40,2/3/2009 10:05,,,,,,,,,,DNF,
2015,Bike,13,"May, Robert",May,Robert,,,87,PA USA,,,,1/26 07:00,1/26 10:31,1/26 10:31,1/26 15:02,1/26 15:08,,,,,1/26 21:40,1/26 21:49,1/27 00:46,17:46:00,,
2011,Bike,15,ROBERT MAY,May,Robert,,,53,,,,,1/31 07:00,1/31 12:19,1/31 12:50,1/31 18:40,1/31 20:29,,,,,2/1 05:06,2/1 07:21,2/1 10:44,27:44:00,,
2010,Bike,,,May,Robert,M,32,88,,,,,2/1/2010 7:03,2/1/2010 12:27,2/1/2010 13:16,2/1/2010 19:00,,,,,,,,,,MelGeorges,
2017,Run,11,"Mazzi, Marco",Mazzi,Marco,,,91,ITA,,,,1/30 07:04,1/30 16:36,1/30 17:12,1/31 04:58,1/31 06:54,,,,,1/31 20:15,1/31 21:42,2/1 05:35,46:31:00,,
2022,Bike,32,"Mc Fadden, Todd",Mc Fadden,Todd,,,109,MN USA,,,,1/31 07:00,1/31 10:44,1/31 11:12,1/31 15:59,2/1 04:40,,,,,2/1 10:04,2/1 10:24,2/1 13:12,30:12:00,,
2018,Bike,28,"McAdams, Pete",Mcadams,Pete,,,85,MAN CAN,,,,1/29 07:02,1/29 11:14,1/29 11:45,1/29 16:29,1/29 17:31,,,,,1/30 00:50,1/30 02:17,1/30 08:19,25:17:00,,
2015,Bike,37,"McAdams, Pete",Mcadams,Pete,,,88,MB Canada,,,,1/26 07:00,1/26 10:59,1/26 11:02,1/26 16:57,1/26 18:54,,,,,1/27 02:48,1/27 04:21,1/27 08:33,25:33:00,,
2014,Bike,10,Pete McAdams,Mcadams,Pete,,,123,MB Canada,,,,1/27 07:00,1/27 12:01,1/27 13:02,1/27 19:20,1/27 22:14,,,,,1/28 07:02,1/28 08:53,1/28 12:50,29:50:00,,
2016,Bike,50,"McAdams, Pete",Mcadams,Pete,,,84,MAN CAN,,,,1/25 07:00,1/25 12:20,1/25 12:51,1/25 22:43,1/26 01:05,,,,,1/26 15:13,1/26 17:42,1/26 23:31,40:31:00,,
2017,Bike,46,"McAdams, Pete",Mcadams,Pete,,,92,MAN CAN,,,,1/30 07:00,1/30 10:31,1/30 10:31,1/30 15:40,1/30 15:40,,,,,1/31 01:18,1/31 02:06,1/31 07:05,24:05:00,,TRUE
2020,Bike,999,"McAdams, Pete",Mcadams,Pete,,,104,AB CAN,,,,1/27 07:00,1/27 11:14,1/27 11:31,1/27 17:29,,,,,,,,,,MelGeorges,
2017,Bike,71,"McComb, Wayne",Mccomb,Wayne,,,93,GA USA,,,,1/30 07:00,1/30 11:39,1/30 11:53,1/30 19:13,1/30 23:14,,,,,1/31 12:14,1/31 13:04,1/31 20:58,37:58:00,,
2023,Bike,34,"McDermott, Patrick",Mcdermott,Patrick,,,98,USA/MN,,,,1/30/2023 7:00,1/30/2023 13:15,1/30/2023 13:41,1/30/2023 21:11,1/31/2023 1:20,,,,,1/31/2023 12:23,1/31/2023 13:33,1/31/2023 17:29,,,
2023,Foot,3,"McDermott, Shawn",Mcdermott,Shawn,,,97,USA/VA,,,,1/30/2023 7:04,1/30/2023 14:41,1/30/2023 15:08,1/31/2023 0:00,1/31/2023 0:37,,,,,1/31/2023 13:06,1/31/2023 13:28,1/31/2023 20:41,,,
2010,Bike,,,McDonald,Tom,M,42,89,,,,,2/1/2010 7:03,2/1/2010 13:16,2/1/2010 14:30,2/2/2010 7:44,,,,,2/2/2010 15:30,2/2/2010 16:19,2/2/2010 19:19,,36:16:00,,
2012,Bike,37,TOM MCDONALD,Mcdonald,Tom,,,62,CA USA,,,,1/30 07:00,1/30 12:27,1/30 13:16,1/30 20:56,1/31 02:27,,,,,1/31 14:00,1/31 14:06,1/31 18:26,35:26:00,,
2011,Run,5,JOHN MCDONOUGH,Mcdonough,John,,,105,,,,,1/31 07:01,1/31 17:31,1/31 18:31,2/1 06:30,2/1 10:30,,,,,2/2 02:22,2/2 04:02,2/2 11:13,52:12:00,,
2016,Run,24,"McDuffie, Michael",Mcduffie,Michael,,,85,MA USA,,,,1/25 07:04,1/25 17:31,1/25 18:07,1/26 08:19,1/26 10:04,,,,,1/27 06:16,1/27 07:42,1/27 16:56,57:52:00,,
2015,Run,999,"McDuffie, Michael",Mcduffie,Michael,,,89,MA USA,,,,1/26 07:04,1/26 17:35,1/26 17:15,1/27 09:03,1/27 11:37,,,,,,,,,Dropped at Melgeorge +6,
2013,Bike,1,TODD MCFADDEN,Mcfadden,Todd,,,6,MN USA,,,,1/28 07:00,1/28 10:20,1/28 10:20,1/28 14:12,1/28 14:26,,,,,1/28 18:57,1/28 19:02,1/28 21:20,14:20:00,New record!,
2017,Bike,5,"McFadden, Todd",Mcfadden,Todd,,,94,MN USA,,,,1/30 07:00,1/30 09:54,1/30 10:01,1/30 13:34,1/30 13:52,,,,,1/30 18:52,1/30 18:55,1/30 21:41,14:41:00,,
2015,Bike,4,"MCFADDEN, TODD",Mcfadden,Todd,,,90,MN USA,,,,1/26 07:00,1/26 10:30,1/26 10:30,1/26 14:26,1/26 14:33,,,,,1/26 19:36,1/26 19:38,1/26 22:00,15:00:04,,
2012,Bike,8,TODD MCFADDEN,Mcfadden,Todd,,,64,MN USA,,,,1/30 07:00,1/30 10:38,1/30 10:46,1/30 15:24,1/30 16:43,,,,,1/30 22:13,1/30 22:18,1/31 01:13,18:13:00,,
2018,Bike,7,"McFadden, Todd",Mcfadden,Todd,,,86,MN USA,,,,1/29 07:02,1/29 10:38,1/29 10:38,1/29 14:45,1/29 14:59,,,,,1/29 19:56,1/29 20:07,1/29 23:17,16:15:00,,TRUE
2020,Bike,6,"McFadden, Todd",Mcfadden,Todd,,,103,MN USA,,,,1/27 07:00,1/27 10:33,1/27 10:33,1/27 15:05,1/27 15:05,,,,,1/27 21:23,1/27 21:30,1/28 00:47,17:47:00,,TRUE
2014,Bike,999,TODD MCFADDEN,Mcfadden,Todd,,,163,MN USA,,,,1/27 07:00,1/27 11:22,,,,,,,,,,,,Dropped at Gateway - frostbite,
2016,Bike,999,"MCFadden, Todd",Mcfadden,Todd,,,86,MN USA,,,,1/25 07:00,1/25 10:42,1/25 10:46,1/25 15:32,1/25 16:10,,,,,,,,,Crash (he's OK),
2020,Bike,38,"Mcginn, Michael",Mcginn,Michael,,,105,IA USA,,,,1/27 07:00,1/27 11:46,1/27 12:23,1/27 18:13,1/27 22:15,,,,,1/28 06:02,1/28 06:54,1/28 11:35,28:35:00,,
2017,Bike,52,"McGuire, Steve",Mcguire,Steve,,,95,IA USA,,,,1/30 07:00,1/30 11:32,1/30 12:10,1/30 18:15,1/30 20:10,,,,,1/31 05:56,1/31 06:23,1/31 11:01,28:01:00,,
2015,Bike,45,"MCGUIRE, STEVE",Mcguire,Steve,,,91,IA USA,,,,1/26 07:00,1/26 12:03,1/26 12:47,1/26 19:25,1/26 21:56,,,,,1/27 07:35,1/27 08:11,1/27 12:16,29:16:00,,
2020,Bike,61,"Mcguire, Steve",Mcguire,Steve,,,106,IA USA,,,,1/27 07:00,1/27 12:26,1/27 12:59,1/27 21:24,1/28 00:28,,,,,1/28 11:55,1/28 12:30,1/28 18:37,35:37:00,,
2018,Bike,999,"McGuire, Steve",Mcguire,Steve,,,87,IA USA,,,,1/29 07:02,1/29 12:07,1/29 12:07,1/29 19:24,1/29 19:26,,,,,,,,,Dropped,TRUE
2014,Bike,999,STEVE MCGUIRE,Mcguire,Steve,,,150,IA USA,,,,1/27 07:00,1/27 13:27,1/27 16:07,1/27 23:39,,,,,,,,,,Dropped at MelGeorge,
2016,Bike,999,"McGuire, Steve",Mcguire,Steve,,,87,IA USA,,,,1/25 07:00,1/25 12:42,,,,,,,,,,,,at Gateway,
2019,Bike,999,"Mcguire, Steve",Mcguire,Steve,,,85,IA USA,,,,1/28 07:00,1/28 12:00,1/28 12:47,1/28 20:02,,,,,,,,,,,
2023,Bike,42,"Mcguire, Steve",Mcguire,Steve,,,99,USA/IA,,,,1/30/2023 7:00,1/30/2023 13:02,1/30/2023 13:47,1/30/2023 22:35,1/31/2023 8:08,,,,,1/31/2023 16:16,1/31/2023 16:46,1/31/2023 21:07,,,
2013,Bike,999,FRANCESCA MCLIN,Mclin,Francesca,,,35,OH USA,,,,1/28 07:00,,,,,,,,,,,,,Dropped out @ 12:28 Hwy 53,
2016,Bike,999,"McLin, Francesca",Mclin,Francesca,,,88,OH USA,,,,1/25 07:00,1/25 17:20,,,,,,,,,,,,Medical (illness)),
2020,Bike,55,"McNeill, Gregory",Mcneill,Gregory,,,107,MB CAN,,,,1/27 07:00,1/27 12:16,1/27 12:47,1/27 20:54,1/27 20:54,,,,,1/28 10:30,1/28 11:00,1/28 16:38,33:38:00,,
2019,Run,999,"McNeill, Gregory",Mcneill,Gregory,,,86,MB CAN,,,,1/28 07:04,1/28 18:05,,,,,,,,,,,,,
2015,Run,24,"Meggitt, Josh",Meggitt,Josh,,,93,IA USA,,,,1/26 07:04,1/26 17:47,1/26 18:15,1/27 07:25,1/27 09:48,,,,,1/28 02:23,1/28 02:30,1/28 12:00,52:56:00,,
2014,Run,999,Josh Meggitt,Meggitt,Josh,,,88,IA USA,,,,1/27 07:04,1/27 18:15,1/27 19:37,1/28 03:36,,,,,,,,,,Dropped at Sheep Ranch Rd,
2013,Bike,37,GRANT MEHRING,Mehring,Grant,,,37,ND USA,,,,1/28 07:00,1/28 12:03,1/28 12:14,1/28 18:12,1/28 18:34,,,,,1/29 13:40,1/29 14:12,1/29 18:39,35:39:00,,
2006,Bike,10,,METCALF,JAMES,M ,47,23,,,,USA,2/6/2006 7:00,,,2/6/2006 22:37,2/7/2006 7:46,,,,,,,2/7/2006 20:40,37:40:00,,
2022,Run,2,"Metsa, Gretchen",Metsa,Gretchen,,,112,MN USA,,,,1/31 07:04,1/31 13:51,1/31 14:01,1/31 22:25,1/31 22:29,,,,,2/1 09:38,2/1 09:41,2/1 16:09,33:05:00,1st female runner and new record!,
2020,Run,24,"Metsa, Gretchen",Metsa,Gretchen,,,108,MN USA,,,,1/27 07:04,1/27 15:07,1/27 15:30,1/28 00:50,1/28 01:08,,,,,1/28 14:37,1/28 17:35,1/29 08:37,49:33:00,,
2008,Foot,,,Meyers,Scott,M,40,44,,,,,2/4/2008 7:05,2/4/2008 16:55,2/4/2008 16:55,2/5/2008 6:41,,,,,,,,2/6/2008 11:12,52:07:00,,
2010,Foot,,,Meyers,Scott,M,42,26,,,,,2/1/2010 7:03,2/1/2010 17:14,2/1/2010 18:15,2/2/2010 7:32,,,,,2/2/2010 3:53,2/2/2010 7:45,2/3/2010 14:39,,55:36:00,,
2011,Run,4,SCOTT G. MEYERS,Meyers,Scott,,,127,,,,,1/31 07:01,1/31 16:44,1/31 18:16,2/1 06:23,2/1 09:20,,,,,2/2 00:31,2/2 02:12,2/2 09:53,50:52:00,,
2022,Run,999,"Mickelson, Chad",Mickelson,Chad,,,113,UT USA,,,,1/31 07:04,1/31 21:20,,,,,,,,,,,,Gateway,
2014,Bike,999,Robb Middendorf,Middendorf,Robb,,,132,WI USA,,,,1/27 07:00,,,,,,,,,,,,,Mechanical near start,
2009,Foot,,,Miglietti,Stefano,M,41,20,,,,,2/2/2009 7:26,2/2/2009 15:19,,,,,,,,,,,,DNF,
2023,Bike,999,"Millas, Jay",Millas,Jay,,,101,USA/CT,,,,1/30/2023 7:00,1/30/2023 11:23,1/30/2023 11:40,1/30/2023 15:39,1/30/2023 17:28,,,,,,,,,,
2022,Run,12,"Miller, Jack",Miller,Jack,,,115,MI USA,,,,1/31 07:04,1/31 14:38,1/31 14:50,2/1 03:28,2/1 07:07,,,,,2/1 21:00,2/1 21:35,2/2 06:09,47:05:00,,
2015,Run,999,"Miller, Mandy",Miller,Mandy,,,94,FL USA,,,,1/26 07:04,1/26 17:58,1/26 19:03,1/27 10:40,1/27 11:40,,,,,,,,,dropped after MelGeorge,
2017,Run,0,"Miller, Mandy",Miller,Mandy,,,97,CO USA,,,,1/30 07:04,1/30 18:45,1/30 19:17,,,,,,,,,,,Drop at Sheep Ranch Rd,
2019,Run,999,"Miller, Mandy",Miller,Mandy,,,87,CO USA,,,,1/28 07:04,1/28 18:15,1/28 19:30,1/29 06:05,,,,,,,,,,,
2011,Run,999,MARC A. MILLER,Miller,Marc,,,113,,,,,1/31 07:01,1/31 16:23,1/31 17:41,,,,,,,,,,,Dropped,
2020,Run,11,"Miller, Tim",Miller,Tim,,,110,MN USA,,,,1/27 07:04,1/27 16:20,1/27 16:40,1/28 02:41,1/28 04:10,,,,,1/28 16:28,1/28 17:24,1/29 03:33,44:29:00,,
2022,Run,21,"Miller, Timothy",Miller,Timothy,,,114,MN USA,,,,1/31 07:04,1/31 16:55,1/31 17:30,2/1 04:50,2/1 08:15,,,,,2/1 22:31,2/1 23:32,2/2 12:17,53:13:00,,
2023,Foot,999,"Miller, Timothy",Miller,Timothy,,,102,USA/MN,,,,1/30/2023 7:04,1/30/2023 16:57,1/30/2023 17:43,,,,,,,,,,,Drop at Sheep Ranch Rd,
2022,Run,999,"Mills, Casey",Mills,Casey,,,116,MT USA,,,,1/31 07:04,1/31 20:40,1/31 20:50,,,,,,,,,,,Gateway,
2016,Bike,20,"Miner, Paul",Miner,Paul,,,89,MN USA,,,,1/25 07:00,1/25 11:51,1/25 12:06,1/25 19:17,1/25 20:55,,,,,1/26 05:58,1/26 07:01,1/26 10:55,27:55:00,,
2017,Ski,2,"Miner, Paul",Miner,Paul,,,98,MN USA,,,,1/30 07:02,1/30 12:05,1/30 13:09,1/30 19:32,1/31 02:41,,,,,1/31 11:07,1/31 12:29,1/31 16:58,33:56:00,,
2018,Run,21,"Miner, Paul",Miner,Paul,,,88,MN USA,,,,1/29 07:06,1/29 16:24,1/29 17:53,1/30 06:30,1/30 09:50,,,,,1/31 01:24,1/31 02:40,1/31 11:20,52:14:00,a' Trois award,
2017,Ski,2,"Miner, Peter",Miner,Peter,,,99,MN USA,,,,1/30 07:02,1/30 12:05,1/30 13:10,1/30 19:32,1/31 02:41,,,,,1/31 11:07,1/31 12:17,1/31 16:58,33:56:00,,
2016,Bike,46,"Miner, Peter",Miner,Peter,,,90,MN USA,,,,1/25 07:00,1/25 13:03,1/25 13:29,1/26 00:19,1/26 03:35,,,,,1/26 15:28,1/26 15:47,1/26 22:15,39:15:00,,
2018,Run,21,"Miner, Peter",Miner,Peter,,,89,MN USA,,,,1/29 07:06,1/29 16:24,1/29 17:54,1/30 06:31,1/30 09:50,,,,,1/31 01:24,1/31 02:40,1/31 11:20,52:14:00,a' Trois award,
2013,Bike,25,SUPERAL MITCHELL,Mitchell,Superal,,,85,AK USA,,,,1/28 07:00,1/28 11:35,1/28 11:49,1/28 16:40,1/28 17:38,,,,,1/29 02:04,1/29 03:12,1/29 12:21,29:21:00,,
2013,Bike,999,BONNIE MOEBECK,Moebeck,Bonnie,,,18,MN USA,,,,1/28 07:00,1/28 15:44,1/28 18:02,,,,,,,,,,,Dropped at Sheep Ranch Rd.,
2020,Bike,67,"Moes, Bob",Moes,Bob,,,111,MN USA,,,,1/27 07:00,1/27 11:32,1/27 12:21,1/27 20:02,1/28 05:31,,,,,1/28 13:55,1/28 14:34,1/28 19:35,36:35:00,,
2016,Bike,999,"Moes, Bob",Moes,Bob,,,92,MN USA,,,,1/25 07:00,1/25 14:02,,,,,,,,,,,,Medical,
2019,Bike,999,"Moes, Bob",Moes,Bob,,,88,MN USA,,,,1/28 07:00,1/28 12:20,1/28 14:15,1/29 00:10,1/29 00:36,,,,,,,,,,
2020,Bike,24,"Mohr, Jere",Mohr,Jere,,,112,MN USA,,,,1/27 07:00,1/27 11:18,1/27 11:36,1/27 16:54,1/27 17:38,,,,,1/28 00:33,1/28 00:50,1/28 04:40,21:40:00,,
2019,Bike,21,"Mohr, Jere",Mohr,Jere,,,89,MN USA,,,,1/28 07:00,1/28 11:28,1/28 11:51,1/28 16:53,1/28 17:30,,,,,1/29 00:35,1/29 00:50,1/29 05:15,22:15:00,,
2022,Bike,19,"Mohr, Jere",Mohr,Jere,,,117,MN USA,,,,1/31 07:00,1/31 11:20,1/31 11:35,1/31 17:10,1/31 17:40,,,,,2/1 01:52,2/1 03:10,2/1 07:42,24:42:00,,
2016,Bike,37,"Mohr, Jere",Mohr,Jere,,,93,MN USA,,,,1/25 07:00,1/25 12:49,1/25 13:18,1/25 22:17,1/25 23:26,,,,,1/26 12:00,1/26 12:17,1/26 18:20,35:20:00,,
2018,Bike,20,"Mohr, Jere",Mohr,Jere,,,90,MN USA,,,,1/29 07:02,1/29 11:34,1/29 11:34,1/29 16:49,1/29 16:49,,,,,1/30 00:47,1/30 00:57,1/30 05:55,22:53:00,,TRUE
2013,Bike,999,JERE MOHR,Mohr,Jere,,,45,MN USA,,,,1/28 07:00,1/28 13:37,1/28 14:22,1/28 22:18,,,,,,,,,,Dropped at MelGeorge,
2014,Bike,999,JERE MOHR,Mohr,Jere,,,72,MN USA,,,,1/27 07:00,1/27 14:10,1/27 15:01,1/28 00:14,,,,,,,,,,Dropped at MelGeorge,
2023,Bike,13,"Mohr, Jere",Mohr,Jere,,,105,USA/MN,,,,1/30/2023 7:00,1/30/2023 11:37,1/30/2023 11:54,1/30/2023 16:36,1/30/2023 17:20,,,,,1/31/2023 0:03,1/31/2023 0:45,1/31/2023 5:12,,,
2012,Run,10,STEFANO MOLTENI,Molteni,Stefano,,,123,COMO ITALY,,,,1/30 07:04,1/30 17:00,1/30 17:29,1/31 05:58,1/31 07:43,,,,,1/31 22:51,1/31 23:09,2/1 12:07,53:03:00,,
2018,Run,999,"Montag, Dawn",Montag,Dawn,,,91,MN USA,,,,1/29 07:06,1/29 18:02,1/29 19:04,1/30 05:03,,,,,,,,,,Drop at Sheep Ranch Rd,
2019,Run,999,"Montag, Dawn",Montag,Dawn,,,90,MN USA,,,,1/28 07:04,1/28 19:20,1/28 20:50,,,,,,,,,,,,
2023,Foot,999,"Montag, Dawn",Montag,Dawn,,,107,USA/MI,,,,1/30/2023 7:04,1/30/2023 18:38,1/30/2023 20:12,,,,,,,,,,,Drop at Leslie Rd.,
2020,Bike,35,"Moody, Anton",Moody,Anton,,,113,MN USA,,,,1/27 07:00,1/27 10:59,1/27 11:09,1/27 17:04,1/27 19:19,,,,,1/28 03:15,1/28 06:10,1/28 10:16,27:16:00,,
2018,Bike,26,"Morison, Angus",Morison,Angus,,,92,MN USA,,,,1/29 07:02,1/29 11:34,1/29 11:34,1/29 17:20,1/29 18:09,,,,,1/30 02:00,1/30 03:30,1/30 08:18,25:16:00,,
2020,Bike,27,"Morison, Angus",Morison,Angus,,,114,MN USA,,,,1/27 07:00,1/27 11:22,1/27 11:22,1/27 17:55,1/27 17:55,,,,,1/28 01:17,1/28 02:13,1/28 05:52,22:52:00,,TRUE
2019,Bike,26,"Morison, Angus",Morison,Angus,,,91,MN USA,,,,1/28 07:00,1/28 11:33,1/28 11:33,1/28 18:14,1/28 18:14,,,,,1/29 03:30,1/29 05:20,1/29 09:39,26:39:00,,TRUE
2023,Ski,999,"Morison, Angus",Morison,Angus,,,109,USA/MN,,,,1/30/2023 7:02,1/30/2023 18:51,1/30/2023 20:06,1/31/2023 12:22,,,,,,,,,,Drop at MelGeorge's,
2023,Foot,999,"Morison, Matt",Morison,Matt,,,108,CAN/MB,,,,1/30/2023 7:00,1/30/2023 17:01,1/30/2023 18:30,1/31/2023 7:16,1/31/2023 11:06,,,,,,,,,Drop at mile 98,
2019,Run,11,"Moroch, Chris",Moroch,Chris,,,92,NC USA,,,,1/28 07:04,1/28 18:40,1/28 20:00,1/29 10:08,1/29 10:20,,,,,1/30 06:07,1/30 06:50,1/30 15:20,56:16:00,,
2010,Bike,,,Moulds,Steven,M,55,14,,,,,2/1/2010 7:03,2/1/2010 13:21,2/1/2010 14:06,2/2/2010 7:36,,,,,2/2/2010 16:03,2/2/2010 16:50,2/2/2010 20:02,,36:59:00,,
2009,Bike,,,Moulds,Steven,M,54,52,,,,,2/2/2009 7:40,2/2/2009 13:49,2/2/2009 14:09,2/2/2009 22:50,2/3/2009 7:50,,,,,,,2/4/2009 12:42,53:02:00,"13B, 16th overall",
2012,Bike,41,STEVEN MOULDS,Moulds,Steven,,,56,MN USA,,,,1/30 07:00,1/30 12:20,1/30 12:44,1/30 20:39,1/31 06:06,,,,,1/31 15:54,1/31 16:08,1/31 21:07,38:07:00,,
2011,Bike,999,STEVEN MOULDS,Moulds,Steven,,,55,,,,,1/31 07:00,1/31 12:09,1/31 13:28,1/31 20:15,,,,,,,,,,Dropped - Orr - Mechanical,
2013,Bike,999,STEVEN MOULDS,Moulds,Steven,,,82,MN USA,,,,1/28 07:00,1/28 12:27,1/28 12:39,,,,,,,,,,,Dropped at Gateway - physical,
2015,Bike,41,"Mucklestone, Andrew",Mucklestone,Andrew,,,95,UK,,,,1/26 07:00,1/26 11:28,1/26 11:36,1/26 17:50,1/26 19:12,,,,,1/27 05:16,1/27 06:35,1/27 10:39,27:39:00,,
2017,Run,0,"Mullenbach, Jason",Mullenbach,Jason,,,103,MN USA,,,,1/30 07:04,1/30 18:06,1/30 19:30,,,,,,,,,,,Drop at Sheep Ranch Rd,
2018,Run,999,"Mullenbach, Jason",Mullenbach,Jason,,,94,MN USA,,,,1/29 07:06,1/29 17:37,1/29 19:30,1/30 05:07,,,,,,,,,,Drop at Sheep Ranch Rd,
2020,Run,999,"Mullenbach, Jason",Mullenbach,Jason,,,115,MN USA,,,,1/27 07:04,1/27 17:35,1/27 19:05,1/28 07:50,1/28 12:39,,,,,,,,,Hwy 23,
2022,Run,999,"Mullenbach, Jason",Mullenbach,Jason,,,119,MN USA,,,,1/31 07:04,1/31 18:05,,,,,,,,,,,,Gateway,
2008,Foot,,,Mulrooney,Garrett,M,39,45,,,,,2/4/2008 7:03,2/4/2008 15:37,2/4/2008 16:13,2/5/2008 4:17,2/5/2008 7:24,,,,,,,2/5/2008 23:32,40:29:00,,
2009,Foot,,,Mulrooney,Garrett,M,40,12,,,,,2/2/2009 7:13,2/2/2009 16:45,2/2/2009 17:48,2/3/2009 6:30,2/3/2009 9:30,,,,,,,2/4/2009 9:40,50:27:00,"14 overall, 2nd Foot",
2012,Run,12,GARRETT MULROONEY,Mulrooney,Garrett,,,89,MN USA,,,,1/30 07:04,1/30 16:54,1/30 17:51,1/31 07:58,1/31 09:48,,,,,2/1 01:58,2/1 02:14,2/1 12:11,53:07:00,,
2011,Run,999,GARRETT MULROONEY,Mulrooney,Garrett,,,91,,,,,1/31 07:01,1/31 16:52,1/31 17:28,2/1 06:49,,,,,,,,,,Dropped,
2012,Run,4,EDWARD MURNER,Murner,Edward,,,87,MD USA,,,,1/30 07:04,1/30 17:14,1/30 18:16,1/31 04:19,1/31 06:17,,,,,1/31 19:08,1/31 19:21,2/1 03:54,44:50:00,,
2016,Bike,57,"Mutz, Dan",Mutz,Dan,,,43,NH USA,,,,1/25 07:00,1/25 12:31,1/25 13:18,1/26 06:05,1/26 10:17,,,,,1/26 23:36,1/27 03:31,1/27 08:21,49:21:00,,
2023,Foot,18,"Naber, Mack",Naber,Mack,,,112,USA/WI,,,,1/30/2023 7:04,1/30/2023 17:04,1/30/2023 17:47,1/31/2023 7:44,1/31/2023 9:15,,,,,2/1/2023 1:54,2/1/2023 3:06,2/1/2023 13:22,,,
2015,Bike,54,"Nachlas, Will",Nachlas,Will,,,97,MN USA,,,,1/26 07:00,1/26 11:48,1/26 12:02,1/26 18:54,1/26 19:59,,,,,1/27 10:21,1/27 10:47,1/27 15:15,32:15:00,,
2023,Foot,999,"Natrop, Joshua",Natrop,Joshua,,,113,USA/MN,,,,1/30/2023 7:04,1/30/2023 20:26,,,,,,,,,,,,,
2011,Run,999,TIM NECKAR,Neckar,Tim,,,131,,,,,1/31 07:01,1/31 16:18,1/31 17:10,,,,,,,,,,,Dropped,
2012,Run,999,TIM NECKAR,Neckar,Tim,,,126,TX USA,,,,1/30 07:04,1/30 16:07,1/30 16:50,1/31 04:45,1/31 06:29,,,,,,,,,DNF at Ski Pulk,
2013,Run,999,TIM NECKAR,Neckar,Tim,,,143,TX USA,,,,1/28 07:04,1/28 15:51,1/28 16:30,,,,,,,,,,,Dropped at mile 66,
2014,Run,999,TIM NECKAR,Neckar,Tim,,,160,TX USA,,,,1/27 07:04,1/27 17:33,,,,,,,,,,,,Dropped at Gateway,
2016,Run,999,"Neckar, Tim",Neckar,Tim,,,95,TX USA,,,,1/25 07:04,1/25 16:14,1/25 17:07,1/26 06:09,1/26 09:29,,,,,,,,,drop at hwy 95,
2018,Run,999,"Neckar, Tim",Neckar,Tim,,,96,TX USA,,,,1/29 07:06,1/29 16:55,1/29 18:11,1/30 02:25,,,,,,,,,,Drop at Sheep Ranch Rd,
2019,Run,999,"Neckar, Tim",Neckar,Tim,,,93,TX USA,,,,1/28 07:04,1/28 18:10,1/28 19:25,,,,,,,,,,,,
2010,Foot,,,Neckar,Timothy,M,48,92,,,,,2/1/2010 7:03,2/1/2010 18:18,,,,,,,,,,,,MelGeorges,
2019,Ski,999,"Nelson, Keith",Nelson,Keith,,,94,NM USA,,,,1/28 07:02,1/28 17:10,,,,,,,,,,,,,
2015,Bike,69,"Nemanick, Tom",Nemanick,Tom,,,98,MN USA,,,,1/26 07:00,1/26 12:28,1/26 13:56,1/26 22:48,1/27 04:18,,,,,1/27 15:49,1/27 16:05,1/27 23:37,40:37:00,,
2014,Bike,999,Tom Nemanick,Nemanick,Tom,,,164,MN USA,,,,1/27 07:00,1/27 13:56,1/27 15:37,1/28 00:04,,,,,,,,,,Dropped at MelGeorge,
2016,Bike,999,"Nemanick, Tom",Nemanick,Tom,,,96,MN USA,,,,1/25 07:00,1/25 13:47,1/25 14:04,,,,,,,,,,,Dropped at SRR,
2019,Bike,999,"Nemanick, Tom",Nemanick,Tom,,,96,MN USA,,,,1/28 07:00,1/28 14:05,1/28 15:15,,,,,,,,,,,,
2015,Bike,28,"Neske, Cal",Neske,Cal,,,99,CO USA,,,,1/26 07:00,1/26 10:54,1/26 10:59,1/26 15:50,1/26 16:00,,,,,1/27 00:07,1/27 00:22,1/27 04:54,21:54:00,,
2019,Bike,34,"Neske, Cal",Neske,Cal,,,97,CO USA,,,,1/28 07:00,1/28 11:35,1/28 12:57,1/28 18:00,1/29 04:34,,,,,1/29 13:00,1/29 14:25,1/29 18:25,35:25:00,,
2017,Bike,0,"Neske, Cal",Neske,Cal,,,105,CO USA,,,,1/30 07:00,1/30 10:46,1/30 10:46,1/30 15:53,,,,,,,,,,Drop at MelGeorges,TRUE
2018,Bike,999,"Neske, Cal",Neske,Cal,,,97,CO USA,,,,1/29 07:02,1/29 10:46,1/29 10:46,1/29 15:44,1/29 16:02,,,,,,,,,Drop at Surly,TRUE
2020,Bike,999,"Neske, Cal",Neske,Cal,,,117,CO USA,,,,1/27 07:00,1/27 11:16,1/27 11:16,1/27 17:00,1/27 17:00,,,,,1/28 01:11,,,,Surly,TRUE
2016,Bike,999,"Neske, Cal",Neske,Cal,,,97,CO USA,,,,1/25 07:00,1/25 12:45,,,,,,,,,,,,Mechanical,
2015,Ski,999,"Neto, Joao Filipe",Neto,Joao Filipe,,,100,Portugal,,,,1/26 07:02,1/26 17:50,1/26 17:56,1/27 10:47,,,,,,,,,,dropped at MelGeorge,
