year,category,position,name,lastname,firstname,gender,age,bib,state_province_country,city,country,start_time,gateway_enter_time,gateway_exit_time,gateway_time_duration,melgeorges_enter_time,melgeorges_exit_time,melgeorges_time_duration,myrtle_lake_enter_time,myrtle_lake_exit_time,myrtle_lake_time_duration,crescent_enter_time,crescent_exit_time,crescent__time_duration,ski_pulk_enter_time,ski_pulk_exit_time,ski_pulk_time_duration,finish_time,overall_time_duration,overall_time_duration_computed,comments,unsupported
2017,Bike,7,"Lockery, Dan",Lockery,Dan,,,77,MAN CAN,,,2017-01-30T07:00:00.0000000,2017-01-30T09:52:00.0000000,2017-01-30T09:52:00.0000000,0:00:00,2017-01-30T13:27:00.0000000,2017-01-30T13:27:00.0000000,0:00:00,,,,,,,2017-01-30T18:55:00.0000000,2017-01-30T18:55:00.0000000,0:00:00,2017-01-30T22:17:00.0000000,15:17:00,15:17:00,,TRUE
2018,Bike,6,"Lockery, Dan",Lockery,Dan,,,74,MAN CAN,,,2018-01-29T07:02:00.0000000,2018-01-29T10:20:00.0000000,2018-01-29T10:20:00.0000000,0:00:00,2018-01-29T14:17:00.0000000,2018-01-29T14:23:00.0000000,0:06:00,,,,,,,2018-01-29T19:32:00.0000000,2018-01-29T19:32:00.0000000,0:00:00,2018-01-29T23:04:00.0000000,16:02:00,16:02:00,1st male unsupported,TRUE
2020,Bike,6,"Lockery, Dan",Lockery,Dan,,,93,MB CAN,,,2020-01-27T07:00:00.0000000,2020-01-27T10:20:00.0000000,2020-01-27T10:20:00.0000000,0:00:00,2020-01-27T14:51:00.0000000,2020-01-27T14:51:00.0000000,0:00:00,,,,,,,2020-01-27T21:25:00.0000000,2020-01-27T21:30:00.0000000,0:05:00,2020-01-28T00:47:00.0000000,17:47:00,17:47:00,,TRUE
2012,Bike,13,HAL LOEWEN,Loewen,Hal,,,28,MANITOBA CANADA,,,2012-01-30T07:00:00.0000000,2012-01-30T10:57:00.0000000,2012-01-30T11:20:00.0000000,0:23:00,2012-01-30T17:13:00.0000000,2012-01-30T18:18:00.0000000,1:05:00,,,,,,,2012-01-31T00:55:00.0000000,2012-01-31T01:03:00.0000000,0:08:00,2012-01-31T04:40:00.0000000,21:40:00,21:40:00,,
2013,Bike,15,HAL LOEWEN,Loewen,Hal,,,39,MANITOBA CANADA,,,2013-01-28T07:00:00.0000000,2013-01-28T11:14:00.0000000,2013-01-28T11:33:00.0000000,0:19:00,2013-01-28T16:38:00.0000000,2013-01-28T17:19:00.0000000,0:41:00,,,,,,,2013-01-29T00:22:00.0000000,2013-01-29T00:53:00.0000000,0:31:00,2013-01-29T05:59:00.0000000,22:59:00,22:59:00,,
2022,Bike,47,"Loewenson, Peter",Loewenson,Peter,,,98,MN USA,,,2022-01-31T07:00:00.0000000,2022-01-31T11:59:00.0000000,2022-01-31T12:20:00.0000000,0:21:00,2022-01-31T20:00:00.0000000,2022-02-01T06:25:00.0000000,10:25:00,,,,,,,2022-02-01T16:53:00.0000000,2022-02-01T17:24:00.0000000,0:31:00,2022-02-01T22:08:00.0000000,39:08:00,39:08:00,,
2023,Bike,999,"Loewenson, Peter",Loewenson,Peter,,,87,USA/MN,,,2023-01-30T07:00:00.0000000,2023-01-30T12:24:00.0000000,2023-01-30T12:56:00.0000000,0:32:00,2023-01-30T18:55:00.0000000,,,,,,,,,,,,,,,Drop at MelGeorge's,
2011,Run,3,JOHN LOGAR,Logar,John,,,104,,,,2011-01-31T07:01:00.0000000,2011-01-31T16:15:00.0000000,2011-01-31T17:49:00.0000000,1:34:00,2011-02-01T07:14:00.0000000,2011-02-01T09:00:00.0000000,1:46:00,,,,,,,2011-02-01T23:46:00.0000000,2011-02-02T01:38:00.0000000,1:52:00,2011-02-02T08:42:00.0000000,49:41:00,49:41:00,Arrowhead Runner Rookie of Year!,
2022,Run,11,"Lohn, Andy",Lohn,Andy,,,99,MN USA,,,2022-01-31T07:04:00.0000000,2022-01-31T17:00:00.0000000,2022-01-31T17:35:00.0000000,0:35:00,2022-02-01T04:50:00.0000000,2022-02-01T08:15:00.0000000,3:25:00,,,,,,,2022-02-01T21:06:00.0000000,2022-02-01T21:46:00.0000000,0:40:00,2022-02-02T05:38:00.0000000,46:34:00,46:34:00,,
2023,Foot,4,"Lohn, Andy",Lohn,Andy,,,88,USA/MN,,,2023-01-30T07:04:00.0000000,2023-01-30T16:17:00.0000000,2023-01-30T16:52:00.0000000,0:35:00,2023-01-31T03:32:00.0000000,2023-01-31T05:46:00.0000000,2:14:00,,,,,,,2023-01-31T16:53:00.0000000,2023-01-31T17:15:00.0000000,0:22:00,2023-01-31T23:31:00.0000000,,40:27:00,,
2022,Run,20,"Lombardi, Ella",Lombardi,Ella,,,100,NJ USA,,,2022-01-31T07:04:00.0000000,2022-01-31T17:35:00.0000000,2022-01-31T17:55:00.0000000,0:20:00,2022-02-01T07:01:00.0000000,2022-02-01T07:01:00.0000000,0:00:00,,,,,,,2022-02-02T00:44:00.0000000,2022-02-02T01:30:00.0000000,0:46:00,2022-02-02T12:17:00.0000000,53:13:00,53:13:00,,TRUE
2023,Foot,999,"Lombardi, Ella",Lombardi,Ella,,,89,USA/NJ,,,2023-01-30T07:04:00.0000000,,,,,,,,,,,,,,,,,,,,TRUE
2017,Run,15,"Lombardi, Ella",Lombardi,Ella,,,78,NJ USA,,,2017-01-30T07:04:00.0000000,2017-01-30T16:42:00.0000000,2017-01-30T16:57:00.0000000,0:15:00,2017-01-31T06:03:00.0000000,2017-01-31T06:30:00.0000000,0:27:00,,,,,,,2017-01-31T22:22:00.0000000,2017-01-31T22:56:00.0000000,0:34:00,2017-02-01T07:57:00.0000000,48:53:00,48:53:00,,
2020,Run,28,"Lombardi, Ella",Lombardi,Ella,,,94,NJ USA,,,2020-01-27T07:04:00.0000000,2020-01-27T17:00:00.0000000,2020-01-27T17:10:00.0000000,0:10:00,2020-01-28T05:59:00.0000000,2020-01-28T08:01:00.0000000,2:02:00,,,,,,,2020-01-28T22:55:00.0000000,2020-01-28T23:27:00.0000000,0:32:00,2020-01-29T09:37:00.0000000,50:33:00,50:33:00,,
2018,Run,19,"Lombardi, Ella",Lombardi,Ella,,,75,NJ USA,,,2018-01-29T07:06:00.0000000,2018-01-29T16:15:00.0000000,2018-01-29T16:35:00.0000000,0:20:00,2018-01-30T03:52:00.0000000,2018-01-30T08:26:00.0000000,4:34:00,,,,,,,2018-01-31T00:35:00.0000000,2018-01-31T01:26:00.0000000,0:51:00,2018-01-31T11:07:00.0000000,52:01:00,52:01:00,,
2019,Run,999,"Lombardi, Ella",Lombardi,Ella,,,75,NJ USA,,,2019-01-28T07:04:00.0000000,2019-01-28T16:55:00.0000000,2019-01-28T17:30:00.0000000,0:35:00,2019-01-29T06:30:00.0000000,2019-01-29T08:00:00.0000000,1:30:00,,,,,,,,,,,,,,
2018,Run,8,"Long, Douglas",Long,Douglas,,,76,CO USA,,,2018-01-29T07:06:00.0000000,2018-01-29T14:59:00.0000000,2018-01-29T16:17:00.0000000,1:18:00,2018-01-30T02:06:00.0000000,2018-01-30T05:38:00.0000000,3:32:00,,,,,,,2018-01-30T17:55:00.0000000,2018-01-30T19:30:00.0000000,1:35:00,2018-01-31T03:48:00.0000000,44:42:00,44:42:00,,
2010,Foot,,,Long,Matt,M,53,18,,,,2010-02-01T07:03:00.0000000,2010-02-01T16:41:00.0000000,2010-02-01T17:20:00.0000000,0:39:00,,2010-02-02T08:04:00.0000000,,,,,,2010-02-02T22:06:00.0000000,,2010-02-02T23:15:00.0000000,2010-02-03T06:39:00.0000000,7:24:00,,47:36:00,,,
2009,Foot,,,Long,Matt,M,52,21,,,,2009-02-02T07:13:00.0000000,2009-02-02T17:15:00.0000000,2009-02-02T18:02:00.0000000,0:47:00,2009-02-03T06:15:00.0000000,2009-02-03T09:15:00.0000000,3:00:00,,,,,,,,,,2009-02-04T14:00:00.0000000,54:47:00,54:47:00,"20 overall, 5th foot",
2012,Run,3,MATT LONG,Long,Matt,,,110,WI USA,,,2012-01-30T07:04:00.0000000,2012-01-30T16:25:00.0000000,2012-01-30T16:46:00.0000000,0:21:00,2012-01-31T03:30:00.0000000,2012-01-31T05:04:00.0000000,1:34:00,,,,,,,2012-01-31T18:45:00.0000000,2012-01-31T18:52:00.0000000,0:07:00,2012-02-01T02:52:00.0000000,43:48:00,43:48:00,,
2015,Run,12,"Long, Matt",Long,Matt,,,76,WI USA,,,2015-01-26T07:04:00.0000000,2015-01-26T16:23:00.0000000,2015-01-26T16:54:00.0000000,0:31:00,2015-01-27T04:04:00.0000000,2015-01-27T06:10:00.0000000,2:06:00,,,,,,,2015-01-27T20:09:00.0000000,2015-01-27T20:25:00.0000000,0:16:00,2015-01-28T04:50:00.0000000,45:46:00,45:46:00,,
2020,Run,21,"Long, Matt",Long,Matt,,,95,WI USA,,,2020-01-27T07:04:00.0000000,2020-01-27T17:10:00.0000000,2020-01-27T17:45:00.0000000,0:35:00,2020-01-28T05:09:00.0000000,2020-01-28T06:58:00.0000000,1:49:00,,,,,,,2020-01-28T20:19:00.0000000,2020-01-28T21:03:00.0000000,0:44:00,2020-01-29T08:06:00.0000000,49:02:00,49:02:00,,
2014,Run,7,Matt Long,Long,Matt,,,107,WI USA,,,2014-01-27T07:04:00.0000000,2014-01-27T17:30:00.0000000,2014-01-27T18:30:00.0000000,1:00:00,2014-01-28T06:32:00.0000000,2014-01-28T09:19:00.0000000,2:47:00,,,,,,,2014-01-28T22:45:00.0000000,2014-01-28T23:20:00.0000000,0:35:00,2014-01-29T08:22:00.0000000,49:18:00,49:18:00,,
2016,Run,8,"Long, Matt",Long,Matt,,,78,WI USA,,,2016-01-25T07:04:00.0000000,2016-01-25T17:21:00.0000000,2016-01-25T17:46:00.0000000,0:25:00,2016-01-26T06:24:00.0000000,2016-01-26T09:02:00.0000000,2:38:00,,,,,,,2016-01-27T00:02:00.0000000,2016-01-27T00:15:00.0000000,0:13:00,2016-01-27T09:35:00.0000000,50:31:00,50:31:00,,
2017,Bike,1,"Loosen, Ted",Loosen,Ted,,,79,MN USA,,,2017-01-30T07:00:00.0000000,2017-01-30T09:41:00.0000000,2017-01-30T09:41:00.0000000,0:00:00,2017-01-30T12:51:00.0000000,2017-01-30T12:54:00.0000000,0:03:00,,,,,,,2017-01-30T17:26:00.0000000,2017-01-30T17:30:00.0000000,0:04:00,2017-01-30T20:15:00.0000000,13:15:00,13:15:00,New men's record!,
2022,Run,999,"Lopusnik, Radek",Lopusnik,Radek,,,102,MN USA,,,2022-01-31T07:04:00.0000000,2022-01-31T19:05:00.0000000,,,,,,,,,,,,,,,,,,Gateway,
2015,Bike,999,"Lord, Jeff",Lord,Jeff,,,77,CO USA,,,2015-01-26T07:00:00.0000000,2015-01-26T11:58:00.0000000,,,,,,,,,,,,,,,,,,dropped at Gateway,
2015,Run,34,"Lovett, Joe",Lovett,Joe,,,78,MN USA,,,2015-01-26T07:04:00.0000000,2015-01-26T17:54:00.0000000,2015-01-26T19:43:00.0000000,1:49:00,2015-01-27T08:50:00.0000000,2015-01-27T11:30:00.0000000,2:40:00,,,,,,,2015-01-28T04:17:00.0000000,2015-01-28T06:49:00.0000000,2:32:00,2015-01-28T15:29:00.0000000,56:25:00,56:25:00,,
2017,Run,0,"Lovett, Joe",Lovett,Joe,,,80,MN USA,,,2017-01-30T07:04:00.0000000,2017-01-30T18:02:00.0000000,2017-01-30T18:53:00.0000000,0:51:00,2017-01-31T08:18:00.0000000,2017-01-31T10:20:00.0000000,2:02:00,,,,,,,,,,,,,Drop at Hwy 23,
2018,Run,999,"Lovett, Joe",Lovett,Joe,,,77,MN USA,,,2018-01-29T07:06:00.0000000,2018-01-29T17:41:00.0000000,2018-01-29T18:26:00.0000000,0:45:00,2018-01-30T06:44:00.0000000,2018-01-30T09:26:00.0000000,2:42:00,,,,,,,,,,,,,Drop before Surly,
2018,Run,999,"Lovett, Sara",Lovett,Sara,,,78,MN USA,,,2018-01-29T07:06:00.0000000,2018-01-29T18:44:00.0000000,2018-01-29T20:00:00.0000000,1:16:00,2018-01-30T10:28:00.0000000,,,,,,,,,,,,,,,Dropped at Mel George,
2006,Foot,,,LOWE,NICK,"M ",26,26,,,USA,2006-02-06T07:00:00.0000000,,,,2006-02-07T11:46:00.0000000,,,,,,,,,,,,,,,SCR,
2008,Foot,,,Lowell,Sarah,F,45,2,,,,2008-02-04T07:16:00.0000000,2008-02-04T18:30:00.0000000,2008-02-04T19:10:00.0000000,0:40:00,2008-02-05T10:04:00.0000000,2008-02-05T11:32:00.0000000,1:28:00,,,,,,,,,,2008-02-06T13:55:00.0000000,54:39:00,54:39:00,,
2007,Foot,10,,Lowell,Sarah,F,44,43,,,USA,2007-02-05T07:35:00.0000000,,,,2007-02-06T09:55:00.0000000,2006-02-07T07:46:00.0000000,-8738:09:00,,,,,,,,,,2007-02-07T14:42:00.0000000,55:07:00,55:07:00,,
2022,Run,999,"Lowenberg-Deboer, Rolf",Lowenberg-Deboer,Rolf,,,103,MN USA,,,2022-01-31T07:04:00.0000000,2022-01-31T18:00:00.0000000,2022-01-31T18:25:00.0000000,0:25:00,2022-02-01T12:04:00.0000000,,,,,,,,,,,,,,,,
2017,Bike,59,"Lucas, Sue",Lucas,Sue,,,81,MAN CAN,,,2017-01-30T07:00:00.0000000,2017-01-30T11:19:00.0000000,2017-01-30T11:46:00.0000000,0:27:00,2017-01-30T17:51:00.0000000,2017-01-30T19:30:00.0000000,1:39:00,,,,,,,2017-01-31T06:39:00.0000000,2017-01-31T07:31:00.0000000,0:52:00,2017-01-31T13:34:00.0000000,30:34:30,30:34:00,,
2015,Run,8,"Lucas, Sue",Lucas,Sue,,,199,MB Canada,,,2015-01-26T07:04:00.0000000,2015-01-26T17:06:00.0000000,2015-01-26T17:22:00.0000000,0:16:00,2015-01-27T04:02:00.0000000,2015-01-27T04:18:00.0000000,0:16:00,,,,,,,2015-01-27T17:47:00.0000000,2015-01-27T18:16:00.0000000,0:29:00,2015-01-28T01:35:00.0000000,42:31:00,42:31:00,1st woman runner.  Sue set new record by 5 1/2 hrs!,
2018,Ski,3,"Lucas, Sue",Lucas,Sue,,,79,MAN CAN,,,2018-01-29T07:04:00.0000000,2018-01-29T17:13:00.0000000,2018-01-29T18:01:00.0000000,0:48:00,2018-01-30T06:24:00.0000000,2018-01-30T08:56:00.0000000,2:32:00,,,,,,,2018-01-31T00:15:00.0000000,2018-01-31T02:19:00.0000000,2:04:00,2018-01-31T10:49:00.0000000,51:45:00,51:45:00,One of 1st two woman with a' Trois award,
2014,Run,999,Sue Lucas,Lucas,Sue,,,153,MB Canada,,,2014-01-27T07:04:00.0000000,2014-01-27T17:22:00.0000000,2014-01-27T20:00:00.0000000,2:38:00,2014-01-28T07:15:00.0000000,,,,,,,,,,,,,,,Dropped at MelGeorge,
2016,Bike,999,"Lucas, Sue",Lucas,Sue,,,80,MAN CAN,,,2016-01-25T07:00:00.0000000,2016-01-25T14:43:00.0000000,,,,,,,,,,,,,,,,,,,
2015,Bike,10,"Luebke, Dan",Luebke,Dan,,,81,WI USA,,,2015-01-26T07:00:00.0000000,2015-01-26T10:38:00.0000000,2015-01-26T10:44:00.0000000,0:06:00,2015-01-26T15:09:00.0000000,2015-01-26T15:30:00.0000000,0:21:00,,,,,,,2015-01-26T21:12:00.0000000,2015-01-26T21:20:00.0000000,0:08:00,2015-01-27T00:13:00.0000000,17:13:00,17:13:00,,
2017,Bike,15,"Luebke, Dan",Luebke,Dan,,,82,WI USA,,,2017-01-30T07:00:00.0000000,2017-01-30T10:19:00.0000000,2017-01-30T10:32:00.0000000,0:13:00,2017-01-30T14:36:00.0000000,2017-01-30T14:54:00.0000000,0:18:00,,,,,,,2017-01-30T20:35:00.0000000,2017-01-30T20:50:00.0000000,0:15:00,2017-01-31T00:27:00.0000000,17:27:00,17:27:00,,
2016,Bike,9,"Luebke, Dan",Luebke,Dan,,,81,WI USA,,,2016-01-25T07:00:00.0000000,2016-01-25T11:28:00.0000000,2016-01-25T11:51:00.0000000,0:23:00,2016-01-25T17:26:00.0000000,2016-01-25T18:14:00.0000000,0:48:00,,,,,,,2016-01-26T00:59:00.0000000,2016-01-26T01:18:00.0000000,0:19:00,2016-01-26T05:19:00.0000000,22:19:00,22:19:00,,
2019,Bike,999,"Luebke, Dan",Luebke,Dan,,,76,WI USA,,,2019-01-28T07:00:00.0000000,2019-01-28T11:10:00.0000000,2019-01-28T11:51:00.0000000,0:41:00,2019-01-28T17:41:00.0000000,,,,,,,,,,,,,,,,
2022,Bike,999,"Luebke, Dan",Luebke,Dan,,,104,WI USA,,,2022-01-31T07:00:00.0000000,2022-01-31T11:18:00.0000000,2022-01-31T12:06:00.0000000,0:48:00,2022-01-31T18:35:00.0000000,,,,,,,,,,,,,,,at MelGeorges,
2020,Run,16,"Lupfer, Timothy",Lupfer,Timothy,,,99,MN USA,,,2020-01-27T07:04:00.0000000,2020-01-27T16:40:00.0000000,2020-01-27T16:50:00.0000000,0:10:00,2020-01-28T05:00:00.0000000,2020-01-28T05:30:00.0000000,0:30:00,,,,,,,2020-01-28T20:43:00.0000000,2020-01-28T20:55:00.0000000,0:12:00,2020-01-29T05:11:00.0000000,46:07:00,46:07:00,,
2019,Run,999,"Lupfer, Timothy",Lupfer,Timothy,,,77,MN USA,,,2019-01-28T07:04:00.0000000,2019-01-28T17:30:00.0000000,2019-01-28T18:15:00.0000000,0:45:00,2019-01-29T08:02:00.0000000,,,,,,,,,,,,,,,,
2019,Bike,13,"Lynch, David",Lynch,David,,,78,IN USA,,,2019-01-28T07:00:00.0000000,2019-01-28T10:35:00.0000000,2019-01-28T10:50:00.0000000,0:15:00,2019-01-28T15:35:00.0000000,2019-01-28T16:19:00.0000000,0:44:00,,,,,,,2019-01-28T20:55:00.0000000,2019-01-28T23:40:00.0000000,2:45:00,2019-01-29T03:03:00.0000000,20:03:00,20:03:00,,
2018,Bike,16,"Lynch, David",Lynch,David,,,81,IN USA,,,2018-01-29T07:02:00.0000000,2018-01-29T10:46:00.0000000,2018-01-29T11:00:00.0000000,0:14:00,2018-01-29T15:05:00.0000000,2018-01-29T15:56:00.0000000,0:51:00,,,,,,,2018-01-29T21:44:00.0000000,2018-01-29T22:38:00.0000000,0:54:00,2018-01-30T04:09:00.0000000,21:07:00,21:07:00,,
2015,Run,34,"Mackie, Kevin",Mackie,Kevin,,,82,WI USA,,,2015-01-26T07:04:00.0000000,2015-01-26T17:33:00.0000000,2015-01-26T18:20:00.0000000,0:47:00,2015-01-27T08:25:00.0000000,2015-01-27T11:35:00.0000000,3:10:00,,,,,,,2015-01-28T06:19:00.0000000,2015-01-28T06:49:00.0000000,0:30:00,2015-01-28T15:29:00.0000000,56:25:00,56:25:00,,
2016,Run,28,"Mackie, Kevin",Mackie,Kevin,,,82,WI USA,,,2016-01-25T07:04:00.0000000,2016-01-25T18:27:00.0000000,2016-01-25T19:11:00.0000000,0:44:00,2016-01-26T12:26:00.0000000,2016-01-26T12:56:00.0000000,0:30:00,,,,,,,2016-01-27T08:49:00.0000000,2016-01-27T09:48:00.0000000,0:59:00,2016-01-27T18:58:00.0000000,59:54:00,59:54:00,,
2014,Run,999,Kevin Mackie,Mackie,Kevin,,,95,WI USA,,,2014-01-27T07:04:00.0000000,2014-01-27T18:21:00.0000000,2014-01-27T19:27:00.0000000,1:06:00,2014-01-28T09:01:00.0000000,,,,,,,,,,,,,,,Dropped at MelGeorge,
2012,Bike,999,JAMES MACPHERSON,Macpherson,James,,,30,ND USA,,,2012-01-30T07:00:00.0000000,2012-01-30T14:23:00.0000000,2012-01-30T15:15:00.0000000,0:52:00,,,,,,,,,,,,,,,,,
2011,Bike,999,ANDREW MAGNESS,Magness,Andrew,,,6,,,,2011-01-31T07:00:00.0000000,,,,,,,,,,,,,,,,,,,DQ/dropped at #53 rode with #60 as Guardian. Nice job.,
2008,Foot,,,Magness,Andrew,M,32,41,,,,,,,,,,,,,,,,,,,,,,,DQ,
2010,Bike,,,Magness,Andy,M,34,87,,,,2010-02-01T07:03:00.0000000,2010-02-01T23:49:00.0000000,2010-02-01T12:47:00.0000000,-11:02:00,2010-02-01T18:30:00.0000000,2010-02-01T19:45:00.0000000,1:15:00,,,,,2010-02-02T06:22:00.0000000,,2010-02-02T06:37:00.0000000,2010-02-02T09:27:00.0000000,2:50:00,,26:24:00,,,
2013,Bike,38,ANDY MAGNESS,Magness,Andy,,,16,ND USA,,,2013-01-28T07:00:00.0000000,2013-01-28T12:03:00.0000000,2013-01-28T12:14:00.0000000,0:11:00,2013-01-28T18:12:00.0000000,2013-01-28T18:36:00.0000000,0:24:00,,,,,,,2013-01-29T13:40:00.0000000,2013-01-29T14:12:00.0000000,0:32:00,2013-01-29T18:39:00.0000000,35:39:00,35:39:00,,
2008,Foot,,,Magness,Jason,M,32,42,,,,,,,,,,,,,,,,,,,,,,,DQ,
2015,Bike,73,"Mahan, John",Mahan,John,,,83,MI USA,,,2015-01-26T07:00:00.0000000,2015-01-26T14:08:00.0000000,2015-01-26T15:16:00.0000000,1:08:00,2015-01-27T02:14:00.0000000,2015-01-27T07:12:00.0000000,4:58:00,,,,,,,2015-01-27T22:40:00.0000000,2015-01-27T23:45:00.0000000,1:05:00,2015-01-28T07:44:00.0000000,48:44:00,48:44:00,,
2013,Bike,999,JOHN MAHAN,Mahan,John,,,55,MI USA,,,2013-01-28T07:00:00.0000000,2013-01-28T15:34:00.0000000,2013-01-28T16:50:00.0000000,1:16:00,,,,,,,,,,,,,,,,Dropped at MelGeorge,
2008,Bike,,,Mangan,Rick,M,41,28,,,,2008-02-04T08:12:00.0000000,2008-02-04T20:10:00.0000000,,,,,,,,,,,,,,,,,,Gateway,
2011,Bike,999,RICK MANGEN,Mangen,Rick,,,52,,,,2011-01-31T07:00:00.0000000,,,,,,,,,,,,,,,,,,,DROPPED,
2017,Bike,55,"Mansfield, Ned",Mansfield,Ned,,,84,NY USA,,,2017-01-30T07:00:00.0000000,2017-01-30T11:00:00.0000000,2017-01-30T11:11:00.0000000,0:11:00,2017-01-30T16:32:00.0000000,2017-01-30T17:34:00.0000000,1:02:00,,,,,,,2017-01-31T06:53:00.0000000,2017-01-31T09:31:00.0000000,2:38:00,2017-01-31T13:19:00.0000000,30:19:00,30:19:00,,
2017,Run,26,"Marcelino, Cristiano",Marcelino,Cristiano,,,85,BRA,,,2017-01-30T07:04:00.0000000,2017-01-30T16:40:00.0000000,2017-01-30T17:55:00.0000000,1:15:00,2017-01-31T06:13:00.0000000,2017-01-31T08:42:00.0000000,2:29:00,,,,,,,2017-02-01T00:16:00.0000000,2017-02-01T02:34:00.0000000,2:18:00,2017-02-01T12:38:00.0000000,53:34:00,53:34:00,,
2020,Bike,57,"Mark, Scott",Mark,Scott,,,100,MN USA,,,2020-01-27T07:00:00.0000000,2020-01-27T12:14:00.0000000,2020-01-27T13:00:00.0000000,0:46:00,2020-01-27T21:18:00.0000000,2020-01-28T02:07:00.0000000,4:49:00,,,,,,,2020-01-28T11:40:00.0000000,2020-01-28T12:16:00.0000000,0:36:00,2020-01-28T17:18:00.0000000,34:18:00,34:18:00,,
2017,Run,28,"Mark, Scott",Mark,Scott,,,86,MN USA,,,2017-01-30T07:04:00.0000000,2017-01-30T18:05:00.0000000,2017-01-30T19:24:00.0000000,1:19:00,2017-01-31T08:13:00.0000000,2017-01-31T10:01:00.0000000,1:48:00,,,,,,,2017-02-01T02:12:00.0000000,2017-02-01T03:20:00.0000000,1:08:00,2017-02-01T12:59:00.0000000,53:55:00,53:55:00,,
2020,Run,999,"Marron, Roberto",Marron,Roberto,,,101,MN USA,,,2020-01-27T07:04:00.0000000,2020-01-27T20:00:00.0000000,,,,,,,,,,,,,,,,,,mile 29,TRUE
2012,Run,21,ROBERTO MARRON,Marron,Roberto,,,118,MN USA,,,2012-01-30T07:04:00.0000000,2012-01-30T18:59:00.0000000,2012-01-30T20:17:00.0000000,1:18:00,2012-01-31T12:15:00.0000000,2012-01-31T13:37:00.0000000,1:22:00,,,,,,,2012-02-01T07:57:00.0000000,2012-02-01T08:18:00.0000000,0:21:00,2012-02-01T15:55:00.0000000,56:51:00,56:51:00,,
2014,Run,16,Roberto Marron,Marron,Roberto,,,137,MN USA,,,2014-01-27T07:04:00.0000000,2014-01-27T19:04:00.0000000,2014-01-27T19:38:00.0000000,0:34:00,2014-01-28T11:22:00.0000000,2014-01-28T12:48:00.0000000,1:26:00,,,,,,,2014-01-29T10:12:00.0000000,2014-01-29T10:27:00.0000000,0:15:00,2014-01-29T18:47:00.0000000,59:43:00,59:43:00,,
2011,Run,999,ROBERTO MARRON,Marron,Roberto,,,124,,,,2011-01-31T07:01:00.0000000,2011-01-31T18:19:00.0000000,2011-01-31T19:35:00.0000000,1:16:00,2011-02-01T11:38:00.0000000,2011-02-01T13:35:00.0000000,1:57:00,,,,,,,,,,,,,Dropped. Arrived at Crescent @ 09:25hrs 2/2 by snowmobile.,
2013,Run,999,ROBERTO MARRON,Marron,Roberto,,,138,MN USA,,,2013-01-28T07:04:00.0000000,2013-01-28T18:57:00.0000000,2013-01-28T19:36:00.0000000,0:39:00,,,,,,,,,,,,,,,,Dropped at MelGeorge,
2017,Bike,0,"Marro'n, Roberto",Marron,Roberto,,,87,MN USA,,,2017-01-30T07:00:00.0000000,2017-01-30T15:03:00.0000000,2017-01-30T15:03:00.0000000,0:00:00,2017-01-31T10:04:00.0000000,2017-01-31T10:04:00.0000000,0:00:00,,,,,,,2017-02-01T02:16:00.0000000,,,,,,Drop at Surly,TRUE
2014,Run,999,Robert Marshall,Marshall,Robert,,,134,MD USA,,,2014-01-27T07:04:00.0000000,2014-01-27T18:51:00.0000000,,,,,,,,,,,,,,,,,,Dropped at Gateway,
2022,Run,4,"Marti, Nathan",Marti,Nathan,,,107,MN USA,,,2022-01-31T07:04:00.0000000,2022-01-31T16:20:00.0000000,2022-01-31T16:20:00.0000000,0:00:00,2022-02-01T03:32:00.0000000,2022-02-01T03:32:00.0000000,0:00:00,,,,,,,2022-02-01T17:53:00.0000000,2022-02-01T17:53:00.0000000,0:00:00,2022-02-02T01:37:00.0000000,42:33:00,42:33:00,,TRUE
2018,Run,5,"Marti, Nathan",Marti,Nathan,,,83,MN USA,,,2018-01-29T07:06:00.0000000,2018-01-29T16:08:00.0000000,2018-01-29T16:08:00.0000000,0:00:00,2018-01-30T04:12:00.0000000,2018-01-30T04:12:00.0000000,0:00:00,,,,,,,2018-01-30T18:32:00.0000000,2018-01-30T19:40:00.0000000,1:08:00,2018-01-31T03:09:00.0000000,44:03:00,44:03:00,,TRUE
2019,Run,5,"Marti, Nathan",Marti,Nathan,,,79,MN USA,,,2019-01-28T07:04:00.0000000,2019-01-28T15:45:00.0000000,2019-01-28T16:15:00.0000000,0:30:00,2019-01-29T03:15:00.0000000,2019-01-29T05:45:00.0000000,2:30:00,,,,,,,2019-01-29T19:10:00.0000000,2019-01-29T20:10:00.0000000,1:00:00,2019-01-30T03:54:00.0000000,44:50:00,44:50:00,,
2020,Run,14,"Marti, Nathan",Marti,Nathan,,,102,MN USA,,,2020-01-27T07:04:00.0000000,2020-01-27T16:20:00.0000000,2020-01-27T16:50:00.0000000,0:30:00,2020-01-28T03:47:00.0000000,2020-01-28T06:34:00.0000000,2:47:00,,,,,,,2020-01-28T19:30:00.0000000,2020-01-28T20:00:00.0000000,0:30:00,2020-01-29T03:59:00.0000000,44:55:00,44:55:00,,
